ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2024-11-01,1480.2918381474308,1323.8105212404867,1641.223993513824,1480.2917950507613,1480.2918832908515,0.0,0.0,0.0,0.0,0.0,0.0,1480.2918381474308
2024-12-01,1502.9421280918423,1331.9815674397082,1668.6575574683384,1502.9420814548969,1502.9421761986214,0.0,0.0,0.0,0.0,0.0,0.0,1502.9421280918423
2025-01-01,1526.347427701067,1358.2026118385897,1685.215808611514,1526.3473770682604,1526.3474792914283,0.0,0.0,0.0,0.0,0.0,0.0,1526.347427701067
2025-02-01,1549.7527273102921,1389.951486761083,1719.0385906945396,1549.7526735466438,1549.7527823950875,0.0,0.0,0.0,0.0,0.0,0.0,1549.7527273102921
2025-03-01,1570.8929979250759,1400.9679016811835,1741.8324968198078,1570.8929417336174,1570.8930553524044,0.0,0.0,0.0,0.0,0.0,0.0,1570.8929979250759
2025-04-01,1594.2982975343011,1428.7128030594938,1758.1238655361733,1594.2982376496047,1594.2983586989096,0.0,0.0,0.0,0.0,0.0,0.0,1594.2982975343011
2025-05-01,1616.9485874787122,1449.5044527039463,1783.9896183252474,1616.9485231770993,1616.9486526242595,0.0,0.0,0.0,0.0,0.0,0.0,1616.9485874787122
2025-06-01,1640.3538870879374,1460.0508569340843,1803.074023926886,1640.353820002716,1640.3539549760817,0.0,0.0,0.0,0.0,0.0,0.0,1640.3538870879374
2025-07-01,1663.0041770323485,1495.4309863483713,1825.1833954140852,1663.0041072945533,1663.004247840679,0.0,0.0,0.0,0.0,0.0,0.0,1663.0041770323485
2025-08-01,1686.4094766415735,1518.0458479835413,1854.1125147567213,1686.4094039546821,1686.4095505931518,0.0,0.0,0.0,0.0,0.0,0.0,1686.4094766415735
2025-09-01,1709.8147762507986,1545.2292895094674,1885.0106579756923,1709.8147001408754,1709.814854438369,0.0,0.0,0.0,0.0,0.0,0.0,1709.8147762507986
2025-10-01,1732.4650661952098,1566.7918317269389,1885.0515538012696,1732.4649862869533,1732.4651473675056,0.0,0.0,0.0,0.0,0.0,0.0,1732.4650661952098
2025-11-01,1755.870365804435,1586.5081107742017,1928.1567229360103,1755.8702827685793,1755.8704522956436,0.0,0.0,0.0,0.0,0.0,0.0,1755.870365804435
2025-12-01,1778.5206557488464,1611.8258605218057,1938.1695333094146,1778.5205707567989,1778.5207450940811,0.0,0.0,0.0,0.0,0.0,0.0,1778.5206557488464
